Project_ID,Project_Name,Region,Province,Month,Budget,Actual_Spend,KPI_Target,KPI_Actual,Participants,Satisfaction
P04390,Network Strengthening,Northeast,Nakhon Phanom,Jul,601107,535446,100,76,2035,3.75
P04391,Community Health,Northeast,Nakhon Phanom,Aug,1513337,1397225,100,99,1632,4.53
P04392,Elderly Care,Northeast,Nakhon Phanom,Aug,782220,559081,100,83,2545,4.43
P04393,Mental Health,Northeast,Nakhon Phanom,Aug,659081,557090,100,65,2361,4.7
P04394,Healthy School,Northeast,Nakhon Phanom,Aug,1034705,750436,100,91,2762,4.67
P04395,Food Safety,Northeast,Nakhon Phanom,Aug,1198525,897134,100,61,1760,3.82
P04396,NCD Prevention,Northeast,Nakhon Phanom,Aug,1165953,888700,100,71,818,4.56
P04397,Health Data,Northeast,Nakhon Phanom,Aug,881544,779463,100,97,1704,4.55
P04398,Health Promotion,Northeast,Nakhon Phanom,Aug,1266443,1166084,100,96,538,4.16
P04399,Policy Development,Northeast,Nakhon Phanom,Aug,696013,538626,100,64,187,4.71
P04400,Network Strengthening,Northeast,Nakhon Phanom,Aug,1048874,814204,100,64,1151,4.27
P04401,Community Health,Northeast,Nakhon Phanom,Sep,1510650,1449666,100,83,1543,4.18
P04402,Elderly Care,Northeast,Nakhon Phanom,Sep,797236,666594,100,80,1985,3.98
P04403,Mental Health,Northeast,Nakhon Phanom,Sep,1864812,1791828,100,80,2743,4.51
P04404,Healthy School,Northeast,Nakhon Phanom,Sep,825510,603042,100,93,268,3.62
P04405,Food Safety,Northeast,Nakhon Phanom,Sep,653322,600909,100,73,1228,4.41
P04406,NCD Prevention,Northeast,Nakhon Phanom,Sep,1375433,1356310,100,78,469,4.35
P04407,Health Data,Northeast,Nakhon Phanom,Sep,953865,683339,100,90,290,4.94
P04408,Health Promotion,Northeast,Nakhon Phanom,Sep,1640043,1569504,100,70,795,4.34
P04409,Policy Development,Northeast,Nakhon Phanom,Sep,1942221,1715933,100,100,1855,4.61
P04410,Network Strengthening,Northeast,Nakhon Phanom,Sep,897565,880725,100,97,2051,4.39
P04411,Community Health,Northeast,Nakhon Phanom,Oct,1948702,1450884,100,84,1792,4.48
P04412,Elderly Care,Northeast,Nakhon Phanom,Oct,1414447,1252357,100,66,1471,4.21
P04413,Mental Health,Northeast,Nakhon Phanom,Oct,1486469,1058685,100,97,909,4.71
P04414,Healthy School,Northeast,Nakhon Phanom,Oct,802582,654099,100,72,2457,4.47
P04415,Food Safety,Northeast,Nakhon Phanom,Oct,892550,626480,100,61,392,4.78
P04416,NCD Prevention,Northeast,Nakhon Phanom,Oct,1958425,1418528,100,65,1380,4.92
P04417,Health Data,Northeast,Nakhon Phanom,Oct,631603,451995,100,76,2357,4.82
P04418,Health Promotion,Northeast,Nakhon Phanom,Oct,820654,751224,100,80,2045,4.87
P04419,Policy Development,Northeast,Nakhon Phanom,Oct,1818136,1539001,100,85,1747,4.05
P04420,Network Strengthening,Northeast,Nakhon Phanom,Oct,1577962,1387268,100,62,559,3.71
P04421,Community Health,Northeast,Nakhon Phanom,Nov,876908,648352,100,73,2891,4.37
P04422,Elderly Care,Northeast,Nakhon Phanom,Nov,1608609,1377939,100,62,298,3.71
P04423,Mental Health,Northeast,Nakhon Phanom,Nov,661944,518952,100,60,177,4.49
P04424,Healthy School,Northeast,Nakhon Phanom,Nov,1774765,1766938,100,66,1295,4.52
P04425,Food Safety,Northeast,Nakhon Phanom,Nov,1743984,1458036,100,89,1887,4.09
P04426,NCD Prevention,Northeast,Nakhon Phanom,Nov,634132,474173,100,86,2339,4.21
P04427,Health Data,Northeast,Nakhon Phanom,Nov,796545,775541,100,86,1514,4.35
P04428,Health Promotion,Northeast,Nakhon Phanom,Nov,1973914,1680787,100,60,2429,4.23
P04429,Policy Development,Northeast,Nakhon Phanom,Nov,1765895,1241633,100,67,2574,4.04
P04430,Network Strengthening,Northeast,Nakhon Phanom,Nov,1308630,1249263,100,75,1919,4.76
P04431,Community Health,Northeast,Nakhon Phanom,Dec,1150542,1034747,100,79,2290,4.44
P04432,Elderly Care,Northeast,Nakhon Phanom,Dec,1468995,1465221,100,83,1017,3.75
P04433,Mental Health,Northeast,Nakhon Phanom,Dec,1888866,1367707,100,74,2462,4.36
P04434,Healthy School,Northeast,Nakhon Phanom,Dec,775754,688832,100,78,536,3.97
P04435,Food Safety,Northeast,Nakhon Phanom,Dec,1485174,1319466,100,86,2145,3.67
P04436,NCD Prevention,Northeast,Nakhon Phanom,Dec,868651,689862,100,93,1421,3.78
P04437,Health Data,Northeast,Nakhon Phanom,Dec,1177515,1176155,100,86,2350,4.5
P04438,Health Promotion,Northeast,Nakhon Phanom,Dec,1645791,1588937,100,76,1331,4.63
P04439,Policy Development,Northeast,Nakhon Phanom,Dec,1318703,1191275,100,90,1298,4.92
P04440,Network Strengthening,Northeast,Nakhon Phanom,Dec,967758,956463,100,91,1419,4.46
P04441,Community Health,Central,Bangkok,Jan,997576,805762,100,78,1336,3.83
P04442,Elderly Care,Central,Bangkok,Jan,1379778,1143140,100,79,2149,4.61
P04443,Mental Health,Central,Bangkok,Jan,1437875,1420096,100,76,2921,4.2
P04444,Healthy School,Central,Bangkok,Jan,697009,490918,100,92,2413,4.09
P04445,Food Safety,Central,Bangkok,Jan,1931712,1519662,100,65,1422,4.68
P04446,NCD Prevention,Central,Bangkok,Jan,1877160,1474260,100,92,209,3.68
P04447,Health Data,Central,Bangkok,Jan,1973070,1501493,100,73,1408,4.96
P04448,Health Promotion,Central,Bangkok,Jan,599234,578099,100,94,1097,3.59
P04449,Policy Development,Central,Bangkok,Jan,1541823,1500651,100,64,1328,4.1
P04450,Network Strengthening,Central,Bangkok,Jan,1133959,1077482,100,83,2966,4.55
P04451,Community Health,Central,Bangkok,Feb,1137406,1026020,100,73,467,4.8
P04452,Elderly Care,Central,Bangkok,Feb,1867598,1546529,100,68,2191,4.86
P04453,Mental Health,Central,Bangkok,Feb,1345452,1264556,100,61,1907,4.32
P04454,Healthy School,Central,Bangkok,Feb,1686397,1652341,100,61,1732,4.42
P04455,Food Safety,Central,Bangkok,Feb,1676973,1293751,100,70,650,3.79
P04456,NCD Prevention,Central,Bangkok,Feb,846416,790261,100,82,1548,4.08
P04457,Health Data,Central,Bangkok,Feb,1842957,1407828,100,66,478,3.54
P04458,Health Promotion,Central,Bangkok,Feb,1457474,1449613,100,87,2719,4.45
P04459,Policy Development,Central,Bangkok,Feb,1537988,1265675,100,87,1712,3.66
P04460,Network Strengthening,Central,Bangkok,Feb,691488,546585,100,68,1047,4.92
P04461,Community Health,Central,Bangkok,Mar,1060286,874197,100,68,2623,3.66
P04462,Elderly Care,Central,Bangkok,Mar,599023,479973,100,94,858,4.15
P04463,Mental Health,Central,Bangkok,Mar,1316738,1244402,100,68,520,4.02
P04464,Healthy School,Central,Bangkok,Mar,1414723,1142894,100,73,517,4.19
P04465,Food Safety,Central,Bangkok,Mar,642583,609391,100,83,2226,4.14
P04466,NCD Prevention,Central,Bangkok,Mar,1559116,1501842,100,61,1780,4.0
P04467,Health Data,Central,Bangkok,Mar,1735535,1343773,100,74,1148,4.77
P04468,Health Promotion,Central,Bangkok,Mar,759423,754928,100,70,1529,4.21
P04469,Policy Development,Central,Bangkok,Mar,843300,628561,100,72,2412,4.5
P04470,Network Strengthening,Central,Bangkok,Mar,1275125,1092791,100,77,1413,3.56
P04471,Community Health,Central,Bangkok,Apr,1377208,1357865,100,97,527,3.77
P04472,Elderly Care,Central,Bangkok,Apr,580441,560553,100,66,2307,3.55
P04473,Mental Health,Central,Bangkok,Apr,1444391,1082028,100,67,1762,4.47
P04474,Healthy School,Central,Bangkok,Apr,1791217,1776207,100,65,2684,4.5
P04475,Food Safety,Central,Bangkok,Apr,1905967,1353163,100,89,1170,3.64
P04476,NCD Prevention,Central,Bangkok,Apr,1857969,1689127,100,63,308,3.74
P04477,Health Data,Central,Bangkok,Apr,1037326,924197,100,78,2518,4.85
P04478,Health Promotion,Central,Bangkok,Apr,1823765,1785981,100,75,2900,4.31
P04479,Policy Development,Central,Bangkok,Apr,601136,570921,100,65,1953,4.95
P04480,Network Strengthening,Central,Bangkok,Apr,1710112,1272704,100,90,283,3.88
P04481,Community Health,Central,Bangkok,May,1355219,990743,100,94,624,4.8
P04482,Elderly Care,Central,Bangkok,May,740413,565399,100,74,2051,4.98
P04483,Mental Health,Central,Bangkok,May,1896167,1776336,100,94,383,3.79
P04484,Healthy School,Central,Bangkok,May,603144,508357,100,82,595,3.63
P04485,Food Safety,Central,Bangkok,May,1815694,1600105,100,90,2634,3.69
P04486,NCD Prevention,Central,Bangkok,May,920674,730583,100,97,862,4.91
P04487,Health Data,Central,Bangkok,May,1076126,870757,100,95,2179,4.43
P04488,Health Promotion,Central,Bangkok,May,1066352,863491,100,96,1147,4.91
P04489,Policy Development,Central,Bangkok,May,1719558,1539582,100,64,1730,4.31
P04490,Network Strengthening,Central,Bangkok,May,740300,644555,100,98,154,4.36
P04491,Community Health,Central,Bangkok,Jun,1204274,1094273,100,69,1329,4.28
P04492,Elderly Care,Central,Bangkok,Jun,1316652,1238423,100,79,2292,4.75
P04493,Mental Health,Central,Bangkok,Jun,1682405,1570448,100,66,2230,3.74
P04494,Healthy School,Central,Bangkok,Jun,1579578,1383514,100,95,620,4.55
P04495,Food Safety,Central,Bangkok,Jun,1516820,1449217,100,90,2786,3.58
P04496,NCD Prevention,Central,Bangkok,Jun,1386089,1025386,100,80,1786,3.87
P04497,Health Data,Central,Bangkok,Jun,920372,713032,100,67,2656,4.5
P04498,Health Promotion,Central,Bangkok,Jun,1828322,1704219,100,68,215,3.65
P04499,Policy Development,Central,Bangkok,Jun,1334410,1219530,100,91,2976,4.64
P04500,Network Strengthening,Central,Bangkok,Jun,652811,611972,100,67,1953,4.72
P04501,Community Health,Central,Bangkok,Jul,1910330,1675923,100,100,511,3.68
P04502,Elderly Care,Central,Bangkok,Jul,1495197,1058722,100,92,1742,3.61
P04503,Mental Health,Central,Bangkok,Jul,514663,435896,100,92,2359,3.92
P04504,Healthy School,Central,Bangkok,Jul,1707163,1290780,100,87,680,4.27
P04505,Food Safety,Central,Bangkok,Jul,631158,505427,100,66,813,4.59
P04506,NCD Prevention,Central,Bangkok,Jul,1397170,1219175,100,88,570,3.96
P04507,Health Data,Central,Bangkok,Jul,1964440,1500202,100,68,1200,4.0
P04508,Health Promotion,Central,Bangkok,Jul,1487590,1231045,100,67,2008,4.01
P04509,Policy Development,Central,Bangkok,Jul,1093074,862544,100,96,506,4.9
P04510,Network Strengthening,Central,Bangkok,Jul,819771,676302,100,94,1146,4.24
P04511,Community Health,Central,Bangkok,Aug,1737386,1302916,100,63,1224,3.66
P04512,Elderly Care,Central,Bangkok,Aug,940707,701664,100,69,724,4.6
P04513,Mental Health,Central,Bangkok,Aug,982526,772019,100,97,2344,3.98
P04514,Healthy School,Central,Bangkok,Aug,929428,659614,100,93,1605,4.84
P04515,Food Safety,Central,Bangkok,Aug,1885148,1675636,100,63,1831,4.1
P04516,NCD Prevention,Central,Bangkok,Aug,1233967,1159796,100,65,2233,3.95
P04517,Health Data,Central,Bangkok,Aug,1395655,1021349,100,98,2684,3.63
P04518,Health Promotion,Central,Bangkok,Aug,1220166,1102542,100,100,649,3.77
P04519,Policy Development,Central,Bangkok,Aug,817596,654540,100,94,1810,4.3
P04520,Network Strengthening,Central,Bangkok,Aug,946644,802452,100,67,1490,3.52
P04521,Community Health,Central,Bangkok,Sep,822446,679269,100,63,2687,4.91
P04522,Elderly Care,Central,Bangkok,Sep,1024656,985352,100,91,940,4.51
P04523,Mental Health,Central,Bangkok,Sep,1367890,1297540,100,87,1651,3.74
P04524,Healthy School,Central,Bangkok,Sep,1759737,1266652,100,60,2405,3.51
P04525,Food Safety,Central,Bangkok,Sep,1508674,1262561,100,82,1195,4.08
P04526,NCD Prevention,Central,Bangkok,Sep,1944085,1703421,100,90,1053,4.86
P04527,Health Data,Central,Bangkok,Sep,1850277,1808908,100,87,1205,3.58
P04528,Health Promotion,Central,Bangkok,Sep,1683681,1365364,100,70,1718,3.75
P04529,Policy Development,Central,Bangkok,Sep,1717837,1233617,100,91,2531,3.85
P04530,Network Strengthening,Central,Bangkok,Sep,1423720,1422153,100,87,227,4.66
P04531,Community Health,Central,Bangkok,Oct,711392,685513,100,80,1563,3.76
P04532,Elderly Care,Central,Bangkok,Oct,1945393,1870746,100,100,1206,3.61
P04533,Mental Health,Central,Bangkok,Oct,554875,418141,100,85,474,3.87
P04534,Healthy School,Central,Bangkok,Oct,759774,588220,100,99,2237,4.89
P04535,Food Safety,Central,Bangkok,Oct,763829,740216,100,98,2578,3.63
P04536,NCD Prevention,Central,Bangkok,Oct,1673556,1441333,100,92,176,3.93
P04537,Health Data,Central,Bangkok,Oct,933527,719560,100,65,1347,4.0
P04538,Health Promotion,Central,Bangkok,Oct,742675,642725,100,82,1996,3.53
P04539,Policy Development,Central,Bangkok,Oct,1926856,1729768,100,89,2708,4.44
P04540,Network Strengthening,Central,Bangkok,Oct,1779100,1587624,100,66,1407,4.58
P04541,Community Health,Central,Bangkok,Nov,1867978,1725512,100,93,1200,4.06
P04542,Elderly Care,Central,Bangkok,Nov,1866095,1695040,100,71,2129,4.34
P04543,Mental Health,Central,Bangkok,Nov,1199014,870566,100,90,2512,4.56
P04544,Healthy School,Central,Bangkok,Nov,1338780,1059934,100,73,227,3.75
P04545,Food Safety,Central,Bangkok,Nov,902448,799615,100,67,304,4.47
P04546,NCD Prevention,Central,Bangkok,Nov,1624357,1300156,100,84,1537,4.2
P04547,Health Data,Central,Bangkok,Nov,1069671,1028455,100,95,936,4.6
P04548,Health Promotion,Central,Bangkok,Nov,1820653,1438030,100,82,2095,4.7
P04549,Policy Development,Central,Bangkok,Nov,903050,637839,100,87,2324,3.96
P04550,Network Strengthening,Central,Bangkok,Nov,1206110,1115391,100,89,1339,4.3
P04551,Community Health,Central,Bangkok,Dec,1826337,1606880,100,68,1983,4.89
P04552,Elderly Care,Central,Bangkok,Dec,1341043,1256239,100,100,2095,4.74
P04553,Mental Health,Central,Bangkok,Dec,635414,611629,100,97,2895,4.34
P04554,Healthy School,Central,Bangkok,Dec,1598156,1354096,100,66,2844,4.48
P04555,Food Safety,Central,Bangkok,Dec,1627281,1363668,100,90,2641,4.17
P04556,NCD Prevention,Central,Bangkok,Dec,1975024,1808796,100,61,2782,3.65
P04557,Health Data,Central,Bangkok,Dec,1540273,1121941,100,94,1643,4.89
P04558,Health Promotion,Central,Bangkok,Dec,1907176,1340580,100,97,770,4.21
P04559,Policy Development,Central,Bangkok,Dec,1849191,1707131,100,72,633,4.46
P04560,Network Strengthening,Central,Bangkok,Dec,540274,521052,100,86,1781,4.29
P04561,Community Health,Central,Nonthaburi,Jan,1945363,1757423,100,70,298,4.53
P04562,Elderly Care,Central,Nonthaburi,Jan,763108,574820,100,76,606,3.67
P04563,Mental Health,Central,Nonthaburi,Jan,1845135,1838340,100,71,2965,4.28
P04564,Healthy School,Central,Nonthaburi,Jan,674326,596648,100,74,1927,4.59
P04565,Food Safety,Central,Nonthaburi,Jan,1653214,1621244,100,79,1849,4.3
P04566,NCD Prevention,Central,Nonthaburi,Jan,1838288,1680518,100,82,602,3.64
P04567,Health Data,Central,Nonthaburi,Jan,945375,865467,100,72,2128,4.78
P04568,Health Promotion,Central,Nonthaburi,Jan,764540,647403,100,77,2115,4.14
P04569,Policy Development,Central,Nonthaburi,Jan,1628906,1264352,100,96,939,3.71
P04570,Network Strengthening,Central,Nonthaburi,Jan,1667978,1609832,100,91,1386,4.67
P04571,Community Health,Central,Nonthaburi,Feb,995771,713877,100,73,171,4.14
P04572,Elderly Care,Central,Nonthaburi,Feb,1147389,911385,100,65,2368,4.49
P04573,Mental Health,Central,Nonthaburi,Feb,968960,826878,100,64,661,4.19
P04574,Healthy School,Central,Nonthaburi,Feb,1375297,1209978,100,77,950,4.49
P04575,Food Safety,Central,Nonthaburi,Feb,1049230,880840,100,65,2557,3.74
P04576,NCD Prevention,Central,Nonthaburi,Feb,801923,792562,100,73,1555,3.66
P04577,Health Data,Central,Nonthaburi,Feb,1801421,1502254,100,79,2331,3.86
P04578,Health Promotion,Central,Nonthaburi,Feb,1209331,854940,100,99,1831,4.79
P04579,Policy Development,Central,Nonthaburi,Feb,1438866,1308458,100,68,2051,3.65
P04580,Network Strengthening,Central,Nonthaburi,Feb,1094016,1013080,100,80,1369,4.39
P04581,Community Health,Central,Nonthaburi,Mar,1278027,926989,100,91,605,3.93
P04582,Elderly Care,Central,Nonthaburi,Mar,1594869,1287611,100,65,723,4.55
P04583,Mental Health,Central,Nonthaburi,Mar,1293151,933049,100,67,1573,3.59
P04584,Healthy School,Central,Nonthaburi,Mar,1014232,779945,100,79,1580,4.58
P04585,Food Safety,Central,Nonthaburi,Mar,1028174,733485,100,76,406,4.36
P04586,NCD Prevention,Central,Nonthaburi,Mar,1102078,1085306,100,66,543,4.47
P04587,Health Data,Central,Nonthaburi,Mar,1171615,871689,100,70,1806,4.42
P04588,Health Promotion,Central,Nonthaburi,Mar,1210579,991043,100,82,2565,4.59
P04589,Policy Development,Central,Nonthaburi,Mar,1436041,1100363,100,79,2987,4.65
P04590,Network Strengthening,Central,Nonthaburi,Mar,506008,418819,100,94,688,4.45
P04591,Community Health,Central,Nonthaburi,Apr,1558962,1132753,100,76,2945,4.91
P04592,Elderly Care,Central,Nonthaburi,Apr,1451289,1113598,100,82,3000,4.69
P04593,Mental Health,Central,Nonthaburi,Apr,1624227,1184125,100,97,766,4.33
P04594,Healthy School,Central,Nonthaburi,Apr,1092578,847118,100,67,706,4.87
P04595,Food Safety,Central,Nonthaburi,Apr,1931961,1746125,100,83,2739,3.75
P04596,NCD Prevention,Central,Nonthaburi,Apr,1099550,1074455,100,91,332,4.05
P04597,Health Data,Central,Nonthaburi,Apr,546487,517838,100,97,1977,4.87
P04598,Health Promotion,Central,Nonthaburi,Apr,1241130,889852,100,86,2657,4.36
P04599,Policy Development,Central,Nonthaburi,Apr,1818246,1520012,100,99,927,4.06
P04600,Network Strengthening,Central,Nonthaburi,Apr,1953261,1935139,100,96,367,3.96
P04601,Community Health,Central,Nonthaburi,May,1841205,1493290,100,62,279,3.91
P04602,Elderly Care,Central,Nonthaburi,May,1917415,1437785,100,91,1974,4.24
P04603,Mental Health,Central,Nonthaburi,May,1885834,1446414,100,84,1127,3.55
P04604,Healthy School,Central,Nonthaburi,May,1214044,883521,100,66,360,4.92
P04605,Food Safety,Central,Nonthaburi,May,1923573,1851040,100,94,405,3.83
P04606,NCD Prevention,Central,Nonthaburi,May,503547,397606,100,83,1388,4.44
P04607,Health Data,Central,Nonthaburi,May,1861283,1480737,100,61,768,4.27
P04608,Health Promotion,Central,Nonthaburi,May,523048,437562,100,85,2826,4.7
P04609,Policy Development,Central,Nonthaburi,May,551731,429544,100,74,2820,4.6
P04610,Network Strengthening,Central,Nonthaburi,May,1581516,1154649,100,60,1028,4.26
P04611,Community Health,Central,Nonthaburi,Jun,1306569,1023936,100,64,648,3.59
P04612,Elderly Care,Central,Nonthaburi,Jun,1463992,1435294,100,90,1141,4.0
P04613,Mental Health,Central,Nonthaburi,Jun,1462983,1168153,100,60,2755,4.36
P04614,Healthy School,Central,Nonthaburi,Jun,1893233,1623319,100,85,2118,4.99
P04615,Food Safety,Central,Nonthaburi,Jun,1046827,1036751,100,85,1073,4.19
P04616,NCD Prevention,Central,Nonthaburi,Jun,781856,673656,100,86,2956,4.33
P04617,Health Data,Central,Nonthaburi,Jun,1002179,705328,100,96,1122,3.71
P04618,Health Promotion,Central,Nonthaburi,Jun,1344995,1194871,100,77,925,3.82
P04619,Policy Development,Central,Nonthaburi,Jun,1284645,1235547,100,62,1936,4.03
P04620,Network Strengthening,Central,Nonthaburi,Jun,1923360,1891574,100,76,2157,3.63
P04621,Community Health,Central,Nonthaburi,Jul,1804049,1352667,100,75,1377,3.61
P04622,Elderly Care,Central,Nonthaburi,Jul,1540872,1288817,100,61,325,4.03
P04623,Mental Health,Central,Nonthaburi,Jul,1006537,963670,100,71,2312,3.54
P04624,Healthy School,Central,Nonthaburi,Jul,862164,774888,100,64,660,3.71
P04625,Food Safety,Central,Nonthaburi,Jul,1327544,1084567,100,95,1701,4.04
P04626,NCD Prevention,Central,Nonthaburi,Jul,1831625,1607093,100,64,2941,4.57
P04627,Health Data,Central,Nonthaburi,Jul,1103049,965869,100,97,2217,4.52
P04628,Health Promotion,Central,Nonthaburi,Jul,1037595,1033664,100,68,2397,4.97
P04629,Policy Development,Central,Nonthaburi,Jul,802378,794626,100,61,827,4.32
P04630,Network Strengthening,Central,Nonthaburi,Jul,1675733,1550406,100,60,752,3.67
P04631,Community Health,Central,Nonthaburi,Aug,1378570,1304621,100,60,1476,4.86
P04632,Elderly Care,Central,Nonthaburi,Aug,1648755,1340091,100,63,561,3.62
P04633,Mental Health,Central,Nonthaburi,Aug,1076440,859059,100,84,871,4.97
P04634,Healthy School,Central,Nonthaburi,Aug,1035206,877121,100,100,1387,4.28
P04635,Food Safety,Central,Nonthaburi,Aug,1517082,1351013,100,81,1516,4.09
P04636,NCD Prevention,Central,Nonthaburi,Aug,545912,404860,100,75,2869,4.27
P04637,Health Data,Central,Nonthaburi,Aug,507806,404861,100,96,525,4.2
P04638,Health Promotion,Central,Nonthaburi,Aug,1608851,1233567,100,77,2533,4.51
P04639,Policy Development,Central,Nonthaburi,Aug,1645082,1604246,100,85,1788,3.93
P04640,Network Strengthening,Central,Nonthaburi,Aug,1171919,857418,100,65,2432,3.93
P04641,Community Health,Central,Nonthaburi,Sep,1985610,1525271,100,73,2353,4.21
P04642,Elderly Care,Central,Nonthaburi,Sep,1885362,1525707,100,84,1741,4.94
P04643,Mental Health,Central,Nonthaburi,Sep,1265558,1209998,100,79,1825,4.09
P04644,Healthy School,Central,Nonthaburi,Sep,573997,555344,100,73,578,4.53
P04645,Food Safety,Central,Nonthaburi,Sep,740548,638747,100,64,1872,4.3
P04646,NCD Prevention,Central,Nonthaburi,Sep,1990904,1898109,100,80,1895,4.97
P04647,Health Data,Central,Nonthaburi,Sep,1084089,794929,100,83,2368,3.91
P04648,Health Promotion,Central,Nonthaburi,Sep,834009,729326,100,86,2396,4.23
P04649,Policy Development,Central,Nonthaburi,Sep,1275011,1161605,100,89,1088,4.51
P04650,Network Strengthening,Central,Nonthaburi,Sep,1147274,1083535,100,70,1154,3.75
P04651,Community Health,Central,Nonthaburi,Oct,1144512,835008,100,90,1789,3.79
P04652,Elderly Care,Central,Nonthaburi,Oct,837226,757897,100,95,946,4.53
P04653,Mental Health,Central,Nonthaburi,Oct,1960749,1879066,100,97,2525,4.84
P04654,Healthy School,Central,Nonthaburi,Oct,959609,954462,100,92,1770,3.65
P04655,Food Safety,Central,Nonthaburi,Oct,1530571,1352750,100,67,171,3.65
P04656,NCD Prevention,Central,Nonthaburi,Oct,1606552,1201806,100,89,2252,3.75
